ExistingProtection,Occupation,Budget,Gender,WorkingYear,Plan
"N","服務",54300,1,7,"危疾計劃"
"N","服務",56250,0,7,"危疾計劃"
"N","服務",51100,0,7,"危疾計劃"
"N","服務",50950,0,3,"危疾計劃"
"N","服務",59050,1,5,"危疾計劃"
"N","服務",53850,0,9,"危疾計劃"
"N","服務",56350,0,7,"危疾計劃"
"N","服務",56100,0,3,"危疾計劃"
"N","服務",53600,0,5,"危疾計劃"
"N","服務",52350,1,5,"危疾計劃"
"N","服務",50750,0,3,"危疾計劃"
"N","服務",58200,0,5,"危疾計劃"
"N","服務",55050,0,3,"危疾計劃"
"N","服務",54150,0,9,"危疾計劃"
"N","服務",53700,1,6,"危疾計劃"
"N","服務",51600,0,6,"危疾計劃"
"N","服務",59350,1,9,"危疾計劃"
"N","服務",56950,1,5,"危疾計劃"
"N","服務",55450,1,6,"危疾計劃"
"N","服務",53000,1,3,"危疾計劃"
"N","服務",51900,1,3,"危疾計劃"
"N","服務",59450,1,6,"危疾計劃"
"N","服務",58350,1,3,"危疾計劃"
"N","服務",57900,0,5,"危疾計劃"
"N","服務",57950,0,9,"危疾計劃"
"N","服務",56000,1,5,"危疾計劃"
"N","服務",58400,1,3,"危疾計劃"
"N","服務",56350,0,7,"危疾計劃"
"N","服務",52750,0,3,"危疾計劃"
"N","服務",51950,0,7,"危疾計劃"
"N","服務",53400,1,3,"危疾計劃"
"N","服務",59600,0,3,"危疾計劃"
"N","服務",52950,0,6,"危疾計劃"
"N","服務",54700,1,3,"危疾計劃"
"N","服務",56550,1,9,"危疾計劃"
"N","服務",51600,1,7,"危疾計劃"
"N","服務",51500,1,3,"危疾計劃"
"N","服務",56850,1,3,"危疾計劃"
"N","服務",58850,1,6,"危疾計劃"
"N","服務",53250,1,6,"危疾計劃"
"N","服務",50950,1,7,"危疾計劃"
"N","服務",50550,1,6,"危疾計劃"
"N","服務",51450,1,3,"危疾計劃"
"N","服務",51800,1,3,"危疾計劃"
"N","服務",55850,1,3,"危疾計劃"
"N","服務",56400,0,5,"危疾計劃"
"N","服務",58650,0,7,"危疾計劃"
"N","服務",53400,0,7,"危疾計劃"
"N","服務",53600,1,5,"危疾計劃"
"N","服務",56200,0,5,"危疾計劃"
"N","服務",55950,1,6,"危疾計劃"
"N","服務",57050,0,5,"危疾計劃"
"N","服務",53200,1,3,"危疾計劃"
"N","服務",50850,0,7,"危疾計劃"
"N","服務",54650,0,6,"危疾計劃"
"N","建築",145700,1,6,"危疾計劃"
"N","建築",115100,0,6,"危疾計劃"
"N","建築",139250,1,4,"危疾計劃"
"N","建築",100550,1,4,"危疾計劃"
"N","建築",117500,0,8,"危疾計劃"
"N","建築",116950,1,6,"危疾計劃"
"N","建築",146450,1,6,"危疾計劃"
"N","建築",110800,0,8,"危疾計劃"
"N","建築",123950,0,6,"危疾計劃"
"N","建築",135150,1,8,"危疾計劃"
"N","建築",134950,0,4,"危疾計劃"
"N","建築",104500,0,8,"危疾計劃"
"N","建築",146300,1,4,"危疾計劃"
"N","建築",101600,1,8,"危疾計劃"
"N","建築",116450,0,6,"危疾計劃"
"N","建築",138200,1,8,"危疾計劃"
"N","建築",130750,1,4,"危疾計劃"
"N","建築",148050,1,4,"危疾計劃"
"N","建築",101900,1,4,"危疾計劃"
"N","建築",146150,0,4,"危疾計劃"
"N","建築",127000,1,8,"危疾計劃"
"N","建築",141850,1,6,"危疾計劃"
"N","建築",137300,1,4,"危疾計劃"
"N","建築",123450,0,4,"危疾計劃"
"N","建築",124000,1,8,"危疾計劃"
"N","建築",121200,1,6,"危疾計劃"
"N","建築",133900,1,8,"危疾計劃"
"N","建築",106950,0,8,"危疾計劃"
"N","建築",138150,1,6,"危疾計劃"
"N","建築",135350,0,6,"危疾計劃"
"N","建築",112100,1,8,"危疾計劃"
"N","建築",133150,1,8,"危疾計劃"
"N","建築",137950,1,6,"危疾計劃"
"N","建築",122750,0,6,"危疾計劃"
"N","建築",134250,1,8,"危疾計劃"
"N","建築",135800,0,4,"危疾計劃"
"N","建築",106800,0,8,"危疾計劃"
"N","建築",134050,1,4,"危疾計劃"
"N","建築",118950,1,8,"危疾計劃"
"N","建築",135950,0,6,"危疾計劃"
"N","建築",110950,1,6,"危疾計劃"
"N","建築",131950,0,4,"危疾計劃"
"N","建築",102000,1,6,"危疾計劃"
"N","建築",107200,0,6,"危疾計劃"
"N","建築",147050,0,4,"危疾計劃"
"N","建築",148600,1,8,"危疾計劃"
"N","建築",134200,0,4,"危疾計劃"
"N","建築",121150,0,8,"危疾計劃"
"N","建築",146350,1,8,"危疾計劃"
"N","建築",129700,0,8,"危疾計劃"
"N","建築",109100,1,6,"危疾計劃"
"N","建築",130550,1,8,"危疾計劃"
"N","建築",126900,0,6,"危疾計劃"
"N","建築",147000,0,6,"危疾計劃"
"N","建築",125600,0,4,"危疾計劃"
"N","建築",131050,1,6,"危疾計劃"
"N","建築",148500,0,6,"危疾計劃"
"N","建築",133400,0,8,"危疾計劃"
"N","建築",134650,1,4,"危疾計劃"
"N","建築",117600,0,4,"危疾計劃"
"N","建築",147000,0,4,"危疾計劃"
"N","建築",110400,0,4,"危疾計劃"
"N","建築",128550,0,6,"危疾計劃"
"N","建築",148150,1,8,"危疾計劃"
"N","建築",136200,1,8,"危疾計劃"
"N","建築",138100,0,6,"危疾計劃"
"N","建築",132250,1,4,"危疾計劃"
"N","建築",104300,1,6,"危疾計劃"
"N","建築",127550,1,4,"危疾計劃"
"N","建築",100900,1,4,"危疾計劃"
"N","建築",148750,1,6,"危疾計劃"
"N","建築",130400,0,8,"危疾計劃"
"N","建築",128600,1,4,"危疾計劃"
"N","建築",118300,0,4,"危疾計劃"
"N","建築",145200,1,4,"危疾計劃"
"N","建築",115850,1,8,"危疾計劃"
"N","建築",138200,0,6,"危疾計劃"
"N","建築",110700,1,4,"危疾計劃"
"N","建築",121950,0,6,"危疾計劃"
"N","建築",127200,0,8,"危疾計劃"
"N","建築",118100,1,8,"危疾計劃"
"N","建築",135850,0,4,"危疾計劃"
"N","建築",145900,1,8,"危疾計劃"
"N","建築",120800,0,8,"危疾計劃"
"N","建築",124400,1,4,"危疾計劃"
"N","建築",146800,0,4,"危疾計劃"
"N","建築",122400,0,4,"危疾計劃"
"N","建築",145000,0,6,"危疾計劃"
"N","建築",130900,0,6,"危疾計劃"
"N","建築",126100,0,8,"危疾計劃"
"N","建築",147350,0,6,"危疾計劃"
"N","建築",103400,0,4,"危疾計劃"
"N","建築",123800,1,8,"危疾計劃"
"N","建築",131700,0,8,"危疾計劃"
"N","建築",146300,0,4,"危疾計劃"
"N","建築",113350,0,8,"危疾計劃"
"N","建築",107000,0,6,"危疾計劃"
"N","建築",141100,0,8,"危疾計劃"
"N","建築",131450,1,4,"危疾計劃"
"N","建築",111250,0,6,"危疾計劃"
"N","建築",144550,1,6,"危疾計劃"
"N","建築",147700,1,8,"危疾計劃"
"N","建築",119350,1,8,"危疾計劃"
"N","建築",140900,1,6,"危疾計劃"
"N","建築",111700,1,6,"危疾計劃"
"N","建築",119250,1,6,"危疾計劃"
"N","建築",148850,0,8,"危疾計劃"
"N","建築",141700,1,8,"危疾計劃"
"N","建築",109050,0,6,"危疾計劃"
"N","建築",143900,1,6,"危疾計劃"
"N","建築",140000,0,8,"危疾計劃"
"N","建築",125400,1,6,"危疾計劃"
"N","建築",123950,1,6,"危疾計劃"
"N","建築",133700,0,4,"危疾計劃"
"N","建築",104700,1,6,"危疾計劃"
"N","建築",102400,1,6,"危疾計劃"
"N","建築",104000,1,8,"危疾計劃"
"N","建築",101400,0,8,"危疾計劃"
"N","建築",115750,1,4,"危疾計劃"
"N","建築",142550,0,6,"危疾計劃"
"N","建築",139900,1,8,"危疾計劃"
"N","建築",126850,0,4,"危疾計劃"
"N","建築",140850,0,8,"危疾計劃"
"N","建築",121000,0,8,"危疾計劃"
"N","建築",121700,1,8,"危疾計劃"
"N","建築",149200,0,6,"危疾計劃"
"N","建築",100300,0,6,"危疾計劃"
"N","建築",113650,1,4,"危疾計劃"
"N","建築",110600,1,4,"危疾計劃"
"N","建築",104950,0,4,"危疾計劃"
"N","建築",113150,0,4,"危疾計劃"
"N","建築",149200,1,8,"危疾計劃"
"N","建築",131300,0,8,"危疾計劃"
"N","建築",100600,1,6,"危疾計劃"
"N","建築",127550,1,8,"危疾計劃"
"N","建築",131300,1,4,"危疾計劃"
"N","建築",111900,1,8,"危疾計劃"
"N","建築",106350,0,4,"危疾計劃"
"N","建築",114850,0,8,"危疾計劃"
"N","建築",101200,0,6,"危疾計劃"
"N","建築",115200,0,4,"危疾計劃"
"N","建築",119050,1,8,"危疾計劃"
"N","建築",110100,0,4,"危疾計劃"
"N","建築",132700,0,6,"危疾計劃"
"N","建築",142750,1,4,"危疾計劃"
"N","建築",120750,0,8,"危疾計劃"
"N","建築",103950,1,8,"危疾計劃"
"N","建築",146450,0,8,"危疾計劃"
"N","建築",122900,0,8,"危疾計劃"
"N","建築",126550,1,8,"危疾計劃"
"N","建築",108150,1,6,"危疾計劃"
"N","建築",103700,1,8,"危疾計劃"
"N","建築",103850,0,8,"危疾計劃"
"N","建築",107350,0,6,"危疾計劃"
"N","建築",103400,1,4,"危疾計劃"
"N","建築",130300,1,8,"危疾計劃"
"N","建築",118750,0,6,"危疾計劃"
"N","建築",134250,1,6,"危疾計劃"
"N","建築",146150,1,6,"危疾計劃"
"N","建築",113700,1,4,"危疾計劃"
"N","建築",123500,1,8,"危疾計劃"
"N","建築",109400,0,4,"危疾計劃"
"N","建築",142150,0,4,"危疾計劃"
"N","建築",104400,0,8,"危疾計劃"
"N","建築",132650,1,8,"危疾計劃"
"N","建築",127300,0,6,"危疾計劃"
"N","建築",144100,0,6,"危疾計劃"
"N","建築",148200,1,6,"危疾計劃"
"N","建築",135500,0,4,"危疾計劃"
"N","建築",114500,0,4,"危疾計劃"
"N","建築",106200,1,4,"危疾計劃"
"N","建築",106500,1,6,"危疾計劃"
"N","建築",112400,1,8,"危疾計劃"
"N","建築",142550,1,8,"危疾計劃"
"N","建築",108800,0,4,"危疾計劃"
"N","建築",144450,0,6,"危疾計劃"
"N","建築",122550,1,4,"危疾計劃"
"N","建築",107850,1,6,"危疾計劃"
"N","建築",118750,1,6,"危疾計劃"
"N","建築",121550,1,4,"危疾計劃"
"N","建築",110650,0,6,"危疾計劃"
"N","建築",130150,0,8,"危疾計劃"
"N","建築",112700,0,8,"危疾計劃"
"N","建築",120050,1,4,"危疾計劃"
"N","建築",141200,1,4,"危疾計劃"
"N","建築",112200,1,6,"危疾計劃"
"N","建築",118350,0,8,"危疾計劃"
"N","建築",125950,0,4,"危疾計劃"
"N","建築",113250,0,4,"危疾計劃"
"N","建築",116200,0,4,"危疾計劃"
"N","建築",118450,0,8,"危疾計劃"
"N","建築",111900,1,4,"危疾計劃"
"N","建築",116650,1,8,"危疾計劃"
"N","建築",115000,0,4,"危疾計劃"
"N","建築",139100,0,4,"危疾計劃"
"N","建築",104850,0,4,"危疾計劃"
"N","建築",100600,0,6,"危疾計劃"
"N","建築",145050,0,8,"危疾計劃"
"N","建築",125750,0,4,"危疾計劃"
"N","建築",124450,1,4,"危疾計劃"
"N","建築",114900,1,4,"危疾計劃"
"N","建築",122250,0,6,"危疾計劃"
"N","建築",145200,0,8,"危疾計劃"
"N","建築",113700,1,6,"危疾計劃"
"N","建築",113450,0,4,"危疾計劃"
"N","建築",109150,0,6,"危疾計劃"
"N","建築",127500,1,4,"危疾計劃"
"N","建築",119450,1,8,"危疾計劃"
"N","建築",146800,1,4,"危疾計劃"
"N","建築",109600,1,8,"危疾計劃"
"N","建築",128550,1,4,"危疾計劃"
"N","建築",130800,0,8,"危疾計劃"
"N","建築",139800,0,6,"危疾計劃"
"N","建築",143050,0,6,"危疾計劃"
"N","建築",122900,0,4,"危疾計劃"
"N","建築",122300,1,4,"危疾計劃"
"N","建築",136700,1,8,"危疾計劃"
"N","建築",112750,1,8,"危疾計劃"
"N","建築",117550,1,8,"危疾計劃"
"N","建築",126700,0,8,"危疾計劃"
"N","建築",143900,0,4,"危疾計劃"
"N","建築",121850,0,4,"危疾計劃"
"N","建築",105850,1,4,"危疾計劃"
"N","建築",130250,1,6,"危疾計劃"
"N","建築",149100,0,6,"危疾計劃"
"N","建築",112750,0,6,"危疾計劃"
"N","建築",134300,0,4,"危疾計劃"
"N","建築",136450,0,8,"危疾計劃"
"N","建築",131100,1,6,"危疾計劃"
"N","建築",146150,0,8,"危疾計劃"
"N","建築",118850,1,4,"危疾計劃"
"N","建築",134500,1,8,"危疾計劃"
"N","建築",141200,0,6,"危疾計劃"
"N","建築",126350,0,8,"危疾計劃"
"N","建築",136450,0,4,"危疾計劃"
"N","建築",133150,0,8,"危疾計劃"
"N","建築",106250,0,4,"危疾計劃"
"N","建築",142500,0,4,"危疾計劃"
"N","建築",129750,0,4,"危疾計劃"
"N","建築",113250,0,4,"危疾計劃"
"N","建築",107700,1,4,"危疾計劃"
"N","建築",126100,0,8,"危疾計劃"
"N","建築",143600,1,4,"危疾計劃"
"N","建築",132350,0,6,"危疾計劃"
"N","建築",140750,1,6,"危疾計劃"
"N","建築",145050,1,6,"危疾計劃"
"N","建築",106800,1,4,"危疾計劃"
"N","建築",145950,0,4,"危疾計劃"
"N","建築",110600,0,8,"危疾計劃"
"N","建築",143700,1,6,"危疾計劃"
"N","建築",101800,0,6,"危疾計劃"
"N","建築",101700,1,8,"危疾計劃"
"N","建築",103950,1,6,"危疾計劃"
"N","建築",145750,0,8,"危疾計劃"
"N","建築",140950,1,4,"危疾計劃"
"N","建築",108000,1,8,"危疾計劃"
"N","建築",141700,1,4,"危疾計劃"
"N","建築",131850,1,8,"危疾計劃"
"N","建築",108950,1,6,"危疾計劃"
"N","建築",111600,1,8,"危疾計劃"
"N","建築",149350,1,4,"危疾計劃"
"N","建築",136700,1,4,"危疾計劃"
"N","建築",130300,1,4,"危疾計劃"
"N","建築",129000,0,4,"危疾計劃"
"N","建築",125450,1,8,"危疾計劃"
"N","建築",137350,0,6,"危疾計劃"
"N","建築",123000,0,4,"危疾計劃"
"N","建築",141900,0,4,"危疾計劃"
"N","建築",137850,1,8,"危疾計劃"
"N","建築",129450,1,6,"危疾計劃"
"N","建築",125400,1,8,"危疾計劃"
"N","建築",118350,0,8,"危疾計劃"
"N","建築",140750,1,6,"危疾計劃"
"N","建築",137700,0,6,"危疾計劃"
"N","建築",112300,1,8,"危疾計劃"
"N","建築",140600,1,8,"危疾計劃"
"N","建築",146250,0,6,"危疾計劃"
"N","建築",107050,0,6,"危疾計劃"
"N","建築",137950,0,8,"危疾計劃"
"N","建築",119800,0,4,"危疾計劃"
"N","建築",116000,1,8,"危疾計劃"
"N","建築",148100,1,4,"危疾計劃"
"N","建築",108450,0,8,"危疾計劃"
"N","建築",128400,1,6,"危疾計劃"
"N","建築",119950,0,6,"危疾計劃"
"N","建築",142750,0,4,"危疾計劃"
"N","建築",111850,0,6,"危疾計劃"
"N","建築",108450,0,6,"危疾計劃"
"N","建築",144150,1,4,"危疾計劃"
"N","建築",119550,1,8,"危疾計劃"
"N","建築",146300,0,4,"危疾計劃"
"N","建築",123400,1,8,"危疾計劃"
"N","建築",108600,1,8,"危疾計劃"
"N","建築",122550,1,8,"危疾計劃"
"N","建築",137250,1,6,"危疾計劃"
"N","建築",114150,1,8,"危疾計劃"
"N","建築",145650,1,6,"危疾計劃"
"N","建築",136600,1,6,"危疾計劃"
"N","建築",132950,0,4,"危疾計劃"
"N","建築",134700,1,6,"危疾計劃"
"N","建築",136550,0,6,"危疾計劃"
"N","建築",137050,1,8,"危疾計劃"
"N","建築",130700,0,4,"危疾計劃"
"N","建築",119100,0,4,"危疾計劃"
"N","建築",138550,1,4,"危疾計劃"
"N","建築",137050,0,4,"危疾計劃"
"N","建築",139050,0,6,"危疾計劃"
"N","建築",100900,1,8,"危疾計劃"
"N","建築",139800,1,8,"危疾計劃"
"N","建築",128150,1,6,"危疾計劃"
"N","建築",145300,1,4,"危疾計劃"
"N","建築",115300,1,6,"危疾計劃"
"N","建築",121550,1,4,"危疾計劃"
"N","建築",147300,0,4,"危疾計劃"
"N","建築",112550,1,6,"危疾計劃"
"N","建築",117850,1,8,"危疾計劃"
"N","建築",132000,0,4,"危疾計劃"
"N","建築",117100,0,4,"危疾計劃"
"N","建築",112750,1,4,"危疾計劃"
"N","建築",129200,1,8,"危疾計劃"
"N","建築",134100,0,6,"危疾計劃"
"N","建築",146050,1,4,"危疾計劃"
"N","建築",139800,1,6,"危疾計劃"
"N","建築",116850,0,8,"危疾計劃"
"N","建築",128850,0,8,"危疾計劃"
"N","建築",100850,1,4,"危疾計劃"
"N","建築",129550,1,8,"危疾計劃"
"N","建築",122400,1,8,"危疾計劃"
"N","建築",145500,1,4,"危疾計劃"
"N","建築",126850,1,4,"危疾計劃"
"N","建築",130950,0,4,"危疾計劃"
"N","建築",102350,0,6,"危疾計劃"
"N","建築",131450,0,6,"危疾計劃"
"N","建築",111800,1,8,"危疾計劃"
"N","建築",141750,0,6,"危疾計劃"
"N","建築",120750,1,4,"危疾計劃"
"N","建築",136500,1,8,"危疾計劃"
"N","建築",134400,1,8,"危疾計劃"
"N","建築",120650,0,4,"危疾計劃"
"N","建築",143900,1,8,"危疾計劃"
"N","建築",104250,0,6,"危疾計劃"
"N","建築",105100,1,8,"危疾計劃"
"N","建築",122800,1,4,"危疾計劃"
"N","建築",105400,1,6,"危疾計劃"
"N","建築",123550,1,6,"危疾計劃"
"N","建築",137800,0,8,"危疾計劃"
"N","建築",146400,0,8,"危疾計劃"
"N","建築",138650,1,6,"危疾計劃"
"N","建築",111050,0,6,"危疾計劃"
"N","建築",113400,1,6,"危疾計劃"
"N","建築",113600,1,8,"危疾計劃"
"N","建築",112000,1,8,"危疾計劃"
"N","建築",126200,0,6,"危疾計劃"
"N","建築",115950,1,6,"危疾計劃"
"N","建築",125250,0,8,"危疾計劃"
"N","建築",128500,0,6,"危疾計劃"
"N","建築",124300,1,6,"危疾計劃"
"N","建築",137050,0,4,"危疾計劃"
"N","建築",125450,1,6,"危疾計劃"
"N","建築",144250,0,6,"危疾計劃"
"N","建築",127450,0,8,"危疾計劃"
"N","建築",116950,0,8,"危疾計劃"
"N","建築",138200,1,4,"危疾計劃"
"N","建築",139650,0,6,"危疾計劃"
"N","建築",104750,0,8,"危疾計劃"
"N","建築",101150,1,4,"危疾計劃"
"N","建築",101050,0,8,"危疾計劃"
"N","建築",122650,1,8,"危疾計劃"
"N","建築",119050,1,8,"危疾計劃"
"N","建築",147300,1,6,"危疾計劃"
"N","建築",112050,0,6,"危疾計劃"
"N","建築",124150,0,4,"危疾計劃"
"N","建築",104650,1,4,"危疾計劃"
"N","建築",104100,1,4,"危疾計劃"
"N","建築",104300,1,4,"危疾計劃"
"N","建築",143500,1,8,"危疾計劃"
"N","建築",124600,0,8,"危疾計劃"
"N","建築",110450,0,6,"危疾計劃"
"N","建築",123950,1,8,"危疾計劃"
"N","建築",100550,1,4,"危疾計劃"
"N","建築",147450,0,8,"危疾計劃"
"N","建築",149550,0,4,"危疾計劃"
"N","建築",124800,1,8,"危疾計劃"
"N","建築",134100,1,6,"危疾計劃"
"N","建築",126100,0,4,"危疾計劃"
"N","建築",101150,0,8,"危疾計劃"
"N","建築",146250,1,4,"危疾計劃"
"N","建築",125300,0,6,"危疾計劃"
"N","建築",121850,1,4,"危疾計劃"
"N","建築",118500,1,8,"危疾計劃"
"N","建築",142300,0,8,"危疾計劃"
"N","建築",148800,1,8,"危疾計劃"
"N","建築",115050,1,8,"危疾計劃"
"N","建築",146400,0,8,"危疾計劃"
"N","建築",113600,1,6,"危疾計劃"
"N","建築",136950,1,8,"危疾計劃"
"N","建築",111150,1,8,"危疾計劃"
"N","建築",107100,0,6,"危疾計劃"
"N","建築",125100,0,4,"危疾計劃"
"N","建築",143250,1,6,"危疾計劃"
"N","建築",123650,1,3,"危疾計劃"
"N","建築",101400,0,6,"危疾計劃"
"N","建築",145450,0,6,"危疾計劃"
"N","建築",138700,0,3,"危疾計劃"
"N","建築",118550,0,3,"危疾計劃"
"N","建築",137850,0,3,"危疾計劃"
"N","建築",140400,1,6,"危疾計劃"
"N","建築",121800,0,6,"危疾計劃"
"N","建築",114000,1,3,"危疾計劃"
"N","建築",124550,1,3,"危疾計劃"
"N","建築",120800,0,6,"危疾計劃"
"N","建築",115850,0,6,"危疾計劃"
"N","建築",106900,0,6,"危疾計劃"
"N","建築",125750,1,3,"危疾計劃"
"N","建築",110900,0,6,"危疾計劃"
"N","建築",121950,1,3,"危疾計劃"
"N","建築",139800,0,6,"危疾計劃"
"N","建築",124550,1,3,"危疾計劃"
"N","建築",108900,1,3,"危疾計劃"
"N","建築",100950,0,3,"危疾計劃"
"N","建築",149250,0,6,"危疾計劃"
"N","建築",129650,0,3,"危疾計劃"
"N","建築",104350,1,6,"危疾計劃"
"N","建築",102050,1,3,"危疾計劃"
"N","建築",122500,1,6,"危疾計劃"
"N","建築",140550,1,6,"危疾計劃"
"N","建築",128650,1,3,"危疾計劃"
"N","建築",129250,0,3,"危疾計劃"
"N","建築",110100,0,6,"危疾計劃"
"N","建築",116550,1,3,"危疾計劃"
"N","建築",137250,1,6,"危疾計劃"
"N","建築",130550,1,3,"危疾計劃"
"N","建築",111850,1,3,"危疾計劃"
"N","建築",103150,0,6,"危疾計劃"
"N","建築",100250,0,6,"危疾計劃"
"N","建築",115250,1,6,"危疾計劃"
"N","建築",107200,1,3,"危疾計劃"
"N","建築",116850,1,6,"危疾計劃"
"N","建築",126200,1,6,"危疾計劃"
"N","建築",146750,1,3,"危疾計劃"
"N","建築",118350,1,6,"危疾計劃"
"N","建築",123300,1,3,"危疾計劃"
"N","建築",125250,0,6,"危疾計劃"
"N","建築",135200,1,6,"危疾計劃"
"N","建築",102950,1,3,"危疾計劃"
"N","建築",129600,0,3,"危疾計劃"
"N","建築",137250,0,3,"危疾計劃"
"N","建築",125300,0,3,"危疾計劃"
"N","建築",108500,0,6,"危疾計劃"
"N","建築",137100,0,3,"危疾計劃"
"N","建築",118900,1,3,"危疾計劃"
"N","建築",134000,1,6,"危疾計劃"
"N","建築",129000,1,6,"危疾計劃"
"N","建築",103750,0,6,"危疾計劃"
"N","建築",121250,0,6,"危疾計劃"
"N","建築",146100,1,3,"危疾計劃"
"N","建築",101900,1,3,"危疾計劃"
"N","建築",103750,1,6,"危疾計劃"
"N","建築",122650,1,6,"危疾計劃"
"N","建築",144850,1,6,"危疾計劃"
"N","建築",137950,0,6,"危疾計劃"
"N","建築",125800,1,3,"危疾計劃"
"N","建築",111750,0,6,"危疾計劃"
"N","建築",131750,1,6,"危疾計劃"
"N","建築",122550,1,6,"危疾計劃"
"N","建築",118400,0,3,"危疾計劃"
"N","建築",100100,1,6,"危疾計劃"
"N","建築",135300,1,3,"危疾計劃"
"N","建築",116400,1,3,"危疾計劃"
